SessionID,DateKey,OperatingRoomID,DepartmentID,SessionType,PlannedStartDateTime,PlannedEndDateTime,PlannedMinutes,AvailableMinutes,IsEmergencySession
SES002214,20220907,OR03,D01,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002215,20220907,OR04,D04,Morning,2022-09-07 08:00:00,2022-09-07 12:30:00,270,250,0
SES002216,20220907,OR05,D04,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002217,20220907,OR06,D03,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002218,20220907,OR07,D10,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002219,20220907,OR08,D01,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002220,20220907,OR09,D01,Emergency,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,1
SES002221,20220907,OR10,D10,Morning,2022-09-07 08:00:00,2022-09-07 12:30:00,270,250,0
SES002222,20220907,OR11,D05,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002223,20220907,OR12,D02,Full Day,2022-09-07 08:00:00,2022-09-07 17:00:00,540,510,0
SES002224,20220908,OR01,D03,Morning,2022-09-08 08:00:00,2022-09-08 12:30:00,270,250,0
SES002225,20220908,OR02,D04,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002226,20220908,OR03,D09,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002227,20220908,OR04,D02,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002228,20220908,OR05,D01,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002229,20220908,OR06,D08,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002230,20220908,OR07,D06,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002231,20220908,OR08,D08,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002232,20220908,OR09,D01,Emergency,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,1
SES002233,20220908,OR10,D02,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002234,20220908,OR11,D02,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002235,20220908,OR12,D06,Full Day,2022-09-08 08:00:00,2022-09-08 17:00:00,540,510,0
SES002236,20220909,OR01,D04,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002237,20220909,OR02,D03,Morning,2022-09-09 08:00:00,2022-09-09 12:30:00,270,250,0
SES002238,20220909,OR03,D10,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002239,20220909,OR04,D02,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002240,20220909,OR05,D06,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002241,20220909,OR06,D10,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002242,20220909,OR07,D01,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002243,20220909,OR08,D01,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002244,20220909,OR09,D01,Emergency,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,1
SES002245,20220909,OR10,D05,Morning,2022-09-09 08:00:00,2022-09-09 12:30:00,270,250,0
SES002246,20220909,OR11,D03,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002247,20220909,OR12,D01,Full Day,2022-09-09 08:00:00,2022-09-09 17:00:00,540,510,0
SES002248,20220910,OR09,D01,Emergency,2022-09-10 08:00:00,2022-09-10 17:00:00,540,510,1
SES002249,20220910,OR10,D09,Full Day,2022-09-10 08:00:00,2022-09-10 17:00:00,540,510,0
SES002250,20220911,OR09,D02,Emergency,2022-09-11 08:00:00,2022-09-11 17:00:00,540,510,1
SES002251,20220911,OR10,D06,Full Day,2022-09-11 08:00:00,2022-09-11 17:00:00,540,510,0
SES002252,20220912,OR01,D08,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002253,20220912,OR02,D06,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002254,20220912,OR03,D03,Morning,2022-09-12 08:00:00,2022-09-12 12:30:00,270,250,0
SES002255,20220912,OR04,D10,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002256,20220912,OR05,D02,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002257,20220912,OR06,D10,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002258,20220912,OR07,D02,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002259,20220912,OR08,D06,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002260,20220912,OR09,D08,Emergency,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,1
SES002261,20220912,OR10,D05,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002262,20220912,OR11,D03,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002263,20220912,OR12,D05,Full Day,2022-09-12 08:00:00,2022-09-12 17:00:00,540,510,0
SES002264,20220913,OR01,D04,Morning,2022-09-13 08:00:00,2022-09-13 12:30:00,270,250,0
SES002265,20220913,OR02,D02,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002266,20220913,OR03,D01,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002267,20220913,OR04,D08,Morning,2022-09-13 08:00:00,2022-09-13 12:30:00,270,250,0
SES002268,20220913,OR05,D04,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002269,20220913,OR06,D10,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002270,20220913,OR07,D04,Afternoon,2022-09-13 13:00:00,2022-09-13 17:00:00,240,225,0
SES002271,20220913,OR08,D04,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002272,20220913,OR09,D03,Emergency,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,1
SES002273,20220913,OR10,D01,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002274,20220913,OR11,D03,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002275,20220913,OR12,D03,Full Day,2022-09-13 08:00:00,2022-09-13 17:00:00,540,510,0
SES002276,20220914,OR01,D06,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002277,20220914,OR02,D03,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002278,20220914,OR03,D04,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002279,20220914,OR04,D07,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002280,20220914,OR05,D08,Afternoon,2022-09-14 13:00:00,2022-09-14 17:00:00,240,225,0
SES002281,20220914,OR06,D02,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002282,20220914,OR07,D08,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002283,20220914,OR08,D08,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002284,20220914,OR09,D02,Emergency,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,1
SES002285,20220914,OR10,D06,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002286,20220914,OR11,D02,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002287,20220914,OR12,D02,Full Day,2022-09-14 08:00:00,2022-09-14 17:00:00,540,510,0
SES002288,20220915,OR01,D01,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002289,20220915,OR02,D02,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002290,20220915,OR03,D02,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002291,20220915,OR04,D06,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002292,20220915,OR05,D02,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002293,20220915,OR06,D03,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002294,20220915,OR07,D07,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002295,20220915,OR08,D04,Afternoon,2022-09-15 13:00:00,2022-09-15 17:00:00,240,225,0
SES002296,20220915,OR09,D09,Emergency,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,1
SES002297,20220915,OR10,D08,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002298,20220915,OR11,D01,Afternoon,2022-09-15 13:00:00,2022-09-15 17:00:00,240,225,0
SES002299,20220915,OR12,D01,Full Day,2022-09-15 08:00:00,2022-09-15 17:00:00,540,510,0
SES002300,20220916,OR01,D02,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002301,20220916,OR02,D08,Morning,2022-09-16 08:00:00,2022-09-16 12:30:00,270,250,0
SES002302,20220916,OR03,D01,Morning,2022-09-16 08:00:00,2022-09-16 12:30:00,270,250,0
SES002303,20220916,OR04,D02,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002304,20220916,OR05,D04,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002305,20220916,OR06,D01,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002306,20220916,OR07,D07,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002307,20220916,OR08,D10,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002308,20220916,OR09,D05,Emergency,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,1
SES002309,20220916,OR10,D03,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002310,20220916,OR11,D06,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002311,20220916,OR12,D10,Full Day,2022-09-16 08:00:00,2022-09-16 17:00:00,540,510,0
SES002312,20220917,OR09,D02,Emergency,2022-09-17 08:00:00,2022-09-17 17:00:00,540,510,1
SES002313,20220918,OR09,D02,Emergency,2022-09-18 08:00:00,2022-09-18 17:00:00,540,510,1
SES002314,20220919,OR01,D09,Morning,2022-09-19 08:00:00,2022-09-19 12:30:00,270,250,0
SES002315,20220919,OR02,D01,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002316,20220919,OR03,D03,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002317,20220919,OR04,D02,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002318,20220919,OR05,D07,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002319,20220919,OR06,D01,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002320,20220919,OR07,D04,Morning,2022-09-19 08:00:00,2022-09-19 12:30:00,270,250,0
SES002321,20220919,OR08,D03,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002322,20220919,OR09,D01,Emergency,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,1
SES002323,20220919,OR10,D01,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002324,20220919,OR11,D10,Full Day,2022-09-19 08:00:00,2022-09-19 17:00:00,540,510,0
SES002325,20220919,OR12,D06,Afternoon,2022-09-19 13:00:00,2022-09-19 17:00:00,240,225,0
SES002326,20220920,OR01,D06,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002327,20220920,OR02,D07,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002328,20220920,OR03,D02,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002329,20220920,OR04,D07,Afternoon,2022-09-20 13:00:00,2022-09-20 17:00:00,240,225,0
SES002330,20220920,OR05,D08,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002331,20220920,OR06,D02,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002332,20220920,OR07,D03,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002333,20220920,OR08,D09,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002334,20220920,OR09,D05,Emergency,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,1
SES002335,20220920,OR10,D02,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002336,20220920,OR11,D02,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002337,20220920,OR12,D03,Full Day,2022-09-20 08:00:00,2022-09-20 17:00:00,540,510,0
SES002338,20220921,OR01,D02,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002339,20220921,OR02,D09,Morning,2022-09-21 08:00:00,2022-09-21 12:30:00,270,250,0
SES002340,20220921,OR03,D01,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002341,20220921,OR04,D02,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002342,20220921,OR05,D03,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002343,20220921,OR06,D06,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002344,20220921,OR07,D02,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002345,20220921,OR08,D08,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002346,20220921,OR09,D09,Emergency,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,1
SES002347,20220921,OR10,D06,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002348,20220921,OR11,D05,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002349,20220921,OR12,D05,Full Day,2022-09-21 08:00:00,2022-09-21 17:00:00,540,510,0
SES002350,20220922,OR01,D05,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002351,20220922,OR02,D03,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002352,20220922,OR03,D01,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002353,20220922,OR04,D01,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002354,20220922,OR05,D01,Morning,2022-09-22 08:00:00,2022-09-22 12:30:00,270,250,0
SES002355,20220922,OR06,D02,Morning,2022-09-22 08:00:00,2022-09-22 12:30:00,270,250,0
SES002356,20220922,OR07,D01,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002357,20220922,OR08,D08,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002358,20220922,OR09,D08,Emergency,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,1
SES002359,20220922,OR10,D06,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002360,20220922,OR11,D03,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002361,20220922,OR12,D01,Full Day,2022-09-22 08:00:00,2022-09-22 17:00:00,540,510,0
SES002362,20220923,OR01,D02,Afternoon,2022-09-23 13:00:00,2022-09-23 17:00:00,240,225,0
SES002363,20220923,OR02,D09,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002364,20220923,OR03,D07,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002365,20220923,OR04,D05,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002366,20220923,OR05,D03,Afternoon,2022-09-23 13:00:00,2022-09-23 17:00:00,240,225,0
SES002367,20220923,OR06,D06,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002368,20220923,OR07,D02,Morning,2022-09-23 08:00:00,2022-09-23 12:30:00,270,250,0
SES002369,20220923,OR08,D01,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002370,20220923,OR09,D03,Emergency,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,1
SES002371,20220923,OR10,D10,Afternoon,2022-09-23 13:00:00,2022-09-23 17:00:00,240,225,0
SES002372,20220923,OR11,D06,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002373,20220923,OR12,D02,Full Day,2022-09-23 08:00:00,2022-09-23 17:00:00,540,510,0
SES002374,20220924,OR09,D02,Emergency,2022-09-24 08:00:00,2022-09-24 17:00:00,540,510,1
SES002375,20220925,OR09,D02,Emergency,2022-09-25 08:00:00,2022-09-25 17:00:00,540,510,1
SES002376,20220926,OR01,D03,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002377,20220926,OR02,D06,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002378,20220926,OR03,D04,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002379,20220926,OR04,D09,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002380,20220926,OR05,D02,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002381,20220926,OR06,D03,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002382,20220926,OR07,D10,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002383,20220926,OR08,D03,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002384,20220926,OR09,D03,Emergency,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,1
SES002385,20220926,OR10,D03,Afternoon,2022-09-26 13:00:00,2022-09-26 17:00:00,240,225,0
SES002386,20220926,OR11,D07,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002387,20220926,OR12,D06,Full Day,2022-09-26 08:00:00,2022-09-26 17:00:00,540,510,0
SES002388,20220927,OR01,D05,Full Day,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,0
SES002389,20220927,OR02,D07,Full Day,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,0
SES002390,20220927,OR03,D02,Afternoon,2022-09-27 13:00:00,2022-09-27 17:00:00,240,225,0
SES002391,20220927,OR04,D04,Afternoon,2022-09-27 13:00:00,2022-09-27 17:00:00,240,225,0
SES002392,20220927,OR05,D06,Full Day,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,0
SES002393,20220927,OR06,D05,Afternoon,2022-09-27 13:00:00,2022-09-27 17:00:00,240,225,0
SES002394,20220927,OR07,D10,Full Day,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,0
SES002395,20220927,OR08,D02,Full Day,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,0
SES002396,20220927,OR09,D02,Emergency,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,1
SES002397,20220927,OR10,D01,Morning,2022-09-27 08:00:00,2022-09-27 12:30:00,270,250,0
SES002398,20220927,OR11,D06,Morning,2022-09-27 08:00:00,2022-09-27 12:30:00,270,250,0
SES002399,20220927,OR12,D05,Full Day,2022-09-27 08:00:00,2022-09-27 17:00:00,540,510,0
SES002400,20220928,OR01,D10,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002401,20220928,OR02,D01,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002402,20220928,OR03,D01,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002403,20220928,OR04,D05,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002404,20220928,OR05,D08,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002405,20220928,OR06,D03,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002406,20220928,OR07,D06,Afternoon,2022-09-28 13:00:00,2022-09-28 17:00:00,240,225,0
SES002407,20220928,OR08,D07,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002408,20220928,OR09,D02,Emergency,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,1
SES002409,20220928,OR10,D06,Morning,2022-09-28 08:00:00,2022-09-28 12:30:00,270,250,0
SES002410,20220928,OR11,D09,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002411,20220928,OR12,D02,Full Day,2022-09-28 08:00:00,2022-09-28 17:00:00,540,510,0
SES002412,20220929,OR01,D05,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002413,20220929,OR02,D01,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002414,20220929,OR03,D03,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002415,20220929,OR04,D03,Morning,2022-09-29 08:00:00,2022-09-29 12:30:00,270,250,0
SES002416,20220929,OR05,D09,Morning,2022-09-29 08:00:00,2022-09-29 12:30:00,270,250,0
SES002417,20220929,OR06,D06,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002418,20220929,OR07,D01,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002419,20220929,OR08,D03,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002420,20220929,OR09,D03,Emergency,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,1
SES002421,20220929,OR10,D05,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002422,20220929,OR11,D04,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002423,20220929,OR12,D01,Full Day,2022-09-29 08:00:00,2022-09-29 17:00:00,540,510,0
SES002424,20220930,OR01,D03,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002425,20220930,OR02,D05,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002426,20220930,OR03,D02,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002427,20220930,OR04,D03,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002428,20220930,OR05,D01,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002429,20220930,OR06,D01,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002430,20220930,OR07,D01,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002431,20220930,OR08,D07,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002432,20220930,OR09,D01,Emergency,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,1
SES002433,20220930,OR10,D05,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002434,20220930,OR11,D06,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002435,20220930,OR12,D06,Full Day,2022-09-30 08:00:00,2022-09-30 17:00:00,540,510,0
SES002436,20221001,OR09,D02,Emergency,2022-10-01 08:00:00,2022-10-01 17:00:00,540,510,1
SES002437,20221002,OR09,D09,Emergency,2022-10-02 08:00:00,2022-10-02 17:00:00,540,510,1
SES002438,20221002,OR10,D10,Full Day,2022-10-02 08:00:00,2022-10-02 17:00:00,540,510,0
SES002439,20221003,OR01,D06,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002440,20221003,OR02,D03,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002441,20221003,OR03,D05,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002442,20221003,OR04,D02,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002443,20221003,OR05,D06,Afternoon,2022-10-03 13:00:00,2022-10-03 17:00:00,240,225,0
SES002444,20221003,OR06,D04,Afternoon,2022-10-03 13:00:00,2022-10-03 17:00:00,240,225,0
SES002445,20221003,OR07,D01,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002446,20221003,OR08,D02,Morning,2022-10-03 08:00:00,2022-10-03 12:30:00,270,250,0
SES002447,20221003,OR09,D04,Emergency,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,1
SES002448,20221003,OR10,D08,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002449,20221003,OR11,D01,Full Day,2022-10-03 08:00:00,2022-10-03 17:00:00,540,510,0
SES002450,20221003,OR12,D10,Afternoon,2022-10-03 13:00:00,2022-10-03 17:00:00,240,225,0
SES002451,20221004,OR01,D08,Morning,2022-10-04 08:00:00,2022-10-04 12:30:00,270,250,0
SES002452,20221004,OR02,D06,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002453,20221004,OR03,D04,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002454,20221004,OR04,D02,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002455,20221004,OR05,D02,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002456,20221004,OR06,D02,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002457,20221004,OR07,D06,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002458,20221004,OR08,D06,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002459,20221004,OR09,D01,Emergency,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,1
SES002460,20221004,OR10,D06,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002461,20221004,OR11,D02,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002462,20221004,OR12,D07,Full Day,2022-10-04 08:00:00,2022-10-04 17:00:00,540,510,0
SES002463,20221005,OR01,D01,Full Day,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,0
SES002464,20221005,OR02,D01,Full Day,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,0
SES002465,20221005,OR03,D02,Full Day,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,0
SES002466,20221005,OR04,D06,Morning,2022-10-05 08:00:00,2022-10-05 12:30:00,270,250,0
SES002467,20221005,OR05,D01,Morning,2022-10-05 08:00:00,2022-10-05 12:30:00,270,250,0
SES002468,20221005,OR06,D06,Morning,2022-10-05 08:00:00,2022-10-05 12:30:00,270,250,0
SES002469,20221005,OR07,D03,Full Day,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,0
SES002470,20221005,OR08,D01,Afternoon,2022-10-05 13:00:00,2022-10-05 17:00:00,240,225,0
SES002471,20221005,OR09,D03,Emergency,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,1
SES002472,20221005,OR10,D05,Morning,2022-10-05 08:00:00,2022-10-05 12:30:00,270,250,0
SES002473,20221005,OR11,D04,Full Day,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,0
SES002474,20221005,OR12,D10,Full Day,2022-10-05 08:00:00,2022-10-05 17:00:00,540,510,0
SES002475,20221006,OR01,D02,Full Day,2022-10-06 08:00:00,2022-10-06 17:00:00,540,510,0
