DateKey,Date,Year,Quarter,MonthNumber,MonthName,YearMonth,WeekNumber,WeekdayNumber,WeekdayName,IsWeekend,FinancialYear
20221106,2022-11-06,2022,Q4,11,November,2022-Nov,44,7,Sunday,1,FY2023
20221107,2022-11-07,2022,Q4,11,November,2022-Nov,45,1,Monday,0,FY2023
20221108,2022-11-08,2022,Q4,11,November,2022-Nov,45,2,Tuesday,0,FY2023
20221109,2022-11-09,2022,Q4,11,November,2022-Nov,45,3,Wednesday,0,FY2023
20221110,2022-11-10,2022,Q4,11,November,2022-Nov,45,4,Thursday,0,FY2023
20221111,2022-11-11,2022,Q4,11,November,2022-Nov,45,5,Friday,0,FY2023
20221112,2022-11-12,2022,Q4,11,November,2022-Nov,45,6,Saturday,1,FY2023
20221113,2022-11-13,2022,Q4,11,November,2022-Nov,45,7,Sunday,1,FY2023
20221114,2022-11-14,2022,Q4,11,November,2022-Nov,46,1,Monday,0,FY2023
20221115,2022-11-15,2022,Q4,11,November,2022-Nov,46,2,Tuesday,0,FY2023
20221116,2022-11-16,2022,Q4,11,November,2022-Nov,46,3,Wednesday,0,FY2023
20221117,2022-11-17,2022,Q4,11,November,2022-Nov,46,4,Thursday,0,FY2023
20221118,2022-11-18,2022,Q4,11,November,2022-Nov,46,5,Friday,0,FY2023
20221119,2022-11-19,2022,Q4,11,November,2022-Nov,46,6,Saturday,1,FY2023
20221120,2022-11-20,2022,Q4,11,November,2022-Nov,46,7,Sunday,1,FY2023
20221121,2022-11-21,2022,Q4,11,November,2022-Nov,47,1,Monday,0,FY2023
20221122,2022-11-22,2022,Q4,11,November,2022-Nov,47,2,Tuesday,0,FY2023
20221123,2022-11-23,2022,Q4,11,November,2022-Nov,47,3,Wednesday,0,FY2023
20221124,2022-11-24,2022,Q4,11,November,2022-Nov,47,4,Thursday,0,FY2023
20221125,2022-11-25,2022,Q4,11,November,2022-Nov,47,5,Friday,0,FY2023
20221126,2022-11-26,2022,Q4,11,November,2022-Nov,47,6,Saturday,1,FY2023
20221127,2022-11-27,2022,Q4,11,November,2022-Nov,47,7,Sunday,1,FY2023
20221128,2022-11-28,2022,Q4,11,November,2022-Nov,48,1,Monday,0,FY2023
20221129,2022-11-29,2022,Q4,11,November,2022-Nov,48,2,Tuesday,0,FY2023
20221130,2022-11-30,2022,Q4,11,November,2022-Nov,48,3,Wednesday,0,FY2023
20221201,2022-12-01,2022,Q4,12,December,2022-Dec,48,4,Thursday,0,FY2023
20221202,2022-12-02,2022,Q4,12,December,2022-Dec,48,5,Friday,0,FY2023
20221203,2022-12-03,2022,Q4,12,December,2022-Dec,48,6,Saturday,1,FY2023
20221204,2022-12-04,2022,Q4,12,December,2022-Dec,48,7,Sunday,1,FY2023
20221205,2022-12-05,2022,Q4,12,December,2022-Dec,49,1,Monday,0,FY2023
20221206,2022-12-06,2022,Q4,12,December,2022-Dec,49,2,Tuesday,0,FY2023
20221207,2022-12-07,2022,Q4,12,December,2022-Dec,49,3,Wednesday,0,FY2023
20221208,2022-12-08,2022,Q4,12,December,2022-Dec,49,4,Thursday,0,FY2023
20221209,2022-12-09,2022,Q4,12,December,2022-Dec,49,5,Friday,0,FY2023
20221210,2022-12-10,2022,Q4,12,December,2022-Dec,49,6,Saturday,1,FY2023
20221211,2022-12-11,2022,Q4,12,December,2022-Dec,49,7,Sunday,1,FY2023
20221212,2022-12-12,2022,Q4,12,December,2022-Dec,50,1,Monday,0,FY2023
20221213,2022-12-13,2022,Q4,12,December,2022-Dec,50,2,Tuesday,0,FY2023
20221214,2022-12-14,2022,Q4,12,December,2022-Dec,50,3,Wednesday,0,FY2023
20221215,2022-12-15,2022,Q4,12,December,2022-Dec,50,4,Thursday,0,FY2023
20221216,2022-12-16,2022,Q4,12,December,2022-Dec,50,5,Friday,0,FY2023
20221217,2022-12-17,2022,Q4,12,December,2022-Dec,50,6,Saturday,1,FY2023
20221218,2022-12-18,2022,Q4,12,December,2022-Dec,50,7,Sunday,1,FY2023
20221219,2022-12-19,2022,Q4,12,December,2022-Dec,51,1,Monday,0,FY2023
20221220,2022-12-20,2022,Q4,12,December,2022-Dec,51,2,Tuesday,0,FY2023
20221221,2022-12-21,2022,Q4,12,December,2022-Dec,51,3,Wednesday,0,FY2023
20221222,2022-12-22,2022,Q4,12,December,2022-Dec,51,4,Thursday,0,FY2023
20221223,2022-12-23,2022,Q4,12,December,2022-Dec,51,5,Friday,0,FY2023
20221224,2022-12-24,2022,Q4,12,December,2022-Dec,51,6,Saturday,1,FY2023
20221225,2022-12-25,2022,Q4,12,December,2022-Dec,51,7,Sunday,1,FY2023
20221226,2022-12-26,2022,Q4,12,December,2022-Dec,52,1,Monday,0,FY2023
20221227,2022-12-27,2022,Q4,12,December,2022-Dec,52,2,Tuesday,0,FY2023
20221228,2022-12-28,2022,Q4,12,December,2022-Dec,52,3,Wednesday,0,FY2023
20221229,2022-12-29,2022,Q4,12,December,2022-Dec,52,4,Thursday,0,FY2023
20221230,2022-12-30,2022,Q4,12,December,2022-Dec,52,5,Friday,0,FY2023
20221231,2022-12-31,2022,Q4,12,December,2022-Dec,52,6,Saturday,1,FY2023
20230101,2023-01-01,2023,Q1,1,January,2023-Jan,52,7,Sunday,1,FY2023
20230102,2023-01-02,2023,Q1,1,January,2023-Jan,1,1,Monday,0,FY2023
20230103,2023-01-03,2023,Q1,1,January,2023-Jan,1,2,Tuesday,0,FY2023
20230104,2023-01-04,2023,Q1,1,January,2023-Jan,1,3,Wednesday,0,FY2023
20230105,2023-01-05,2023,Q1,1,January,2023-Jan,1,4,Thursday,0,FY2023
20230106,2023-01-06,2023,Q1,1,January,2023-Jan,1,5,Friday,0,FY2023
20230107,2023-01-07,2023,Q1,1,January,2023-Jan,1,6,Saturday,1,FY2023
20230108,2023-01-08,2023,Q1,1,January,2023-Jan,1,7,Sunday,1,FY2023
20230109,2023-01-09,2023,Q1,1,January,2023-Jan,2,1,Monday,0,FY2023
20230110,2023-01-10,2023,Q1,1,January,2023-Jan,2,2,Tuesday,0,FY2023
20230111,2023-01-11,2023,Q1,1,January,2023-Jan,2,3,Wednesday,0,FY2023
20230112,2023-01-12,2023,Q1,1,January,2023-Jan,2,4,Thursday,0,FY2023
20230113,2023-01-13,2023,Q1,1,January,2023-Jan,2,5,Friday,0,FY2023
20230114,2023-01-14,2023,Q1,1,January,2023-Jan,2,6,Saturday,1,FY2023
20230115,2023-01-15,2023,Q1,1,January,2023-Jan,2,7,Sunday,1,FY2023
20230116,2023-01-16,2023,Q1,1,January,2023-Jan,3,1,Monday,0,FY2023
20230117,2023-01-17,2023,Q1,1,January,2023-Jan,3,2,Tuesday,0,FY2023
20230118,2023-01-18,2023,Q1,1,January,2023-Jan,3,3,Wednesday,0,FY2023
20230119,2023-01-19,2023,Q1,1,January,2023-Jan,3,4,Thursday,0,FY2023
20230120,2023-01-20,2023,Q1,1,January,2023-Jan,3,5,Friday,0,FY2023
20230121,2023-01-21,2023,Q1,1,January,2023-Jan,3,6,Saturday,1,FY2023
20230122,2023-01-22,2023,Q1,1,January,2023-Jan,3,7,Sunday,1,FY2023
20230123,2023-01-23,2023,Q1,1,January,2023-Jan,4,1,Monday,0,FY2023
20230124,2023-01-24,2023,Q1,1,January,2023-Jan,4,2,Tuesday,0,FY2023
20230125,2023-01-25,2023,Q1,1,January,2023-Jan,4,3,Wednesday,0,FY2023
20230126,2023-01-26,2023,Q1,1,January,2023-Jan,4,4,Thursday,0,FY2023
20230127,2023-01-27,2023,Q1,1,January,2023-Jan,4,5,Friday,0,FY2023
20230128,2023-01-28,2023,Q1,1,January,2023-Jan,4,6,Saturday,1,FY2023
20230129,2023-01-29,2023,Q1,1,January,2023-Jan,4,7,Sunday,1,FY2023
20230130,2023-01-30,2023,Q1,1,January,2023-Jan,5,1,Monday,0,FY2023
20230131,2023-01-31,2023,Q1,1,January,2023-Jan,5,2,Tuesday,0,FY2023
20230201,2023-02-01,2023,Q1,2,February,2023-Feb,5,3,Wednesday,0,FY2023
20230202,2023-02-02,2023,Q1,2,February,2023-Feb,5,4,Thursday,0,FY2023
20230203,2023-02-03,2023,Q1,2,February,2023-Feb,5,5,Friday,0,FY2023
20230204,2023-02-04,2023,Q1,2,February,2023-Feb,5,6,Saturday,1,FY2023
20230205,2023-02-05,2023,Q1,2,February,2023-Feb,5,7,Sunday,1,FY2023
20230206,2023-02-06,2023,Q1,2,February,2023-Feb,6,1,Monday,0,FY2023
20230207,2023-02-07,2023,Q1,2,February,2023-Feb,6,2,Tuesday,0,FY2023
20230208,2023-02-08,2023,Q1,2,February,2023-Feb,6,3,Wednesday,0,FY2023
20230209,2023-02-09,2023,Q1,2,February,2023-Feb,6,4,Thursday,0,FY2023
20230210,2023-02-10,2023,Q1,2,February,2023-Feb,6,5,Friday,0,FY2023
20230211,2023-02-11,2023,Q1,2,February,2023-Feb,6,6,Saturday,1,FY2023
20230212,2023-02-12,2023,Q1,2,February,2023-Feb,6,7,Sunday,1,FY2023
20230213,2023-02-13,2023,Q1,2,February,2023-Feb,7,1,Monday,0,FY2023
20230214,2023-02-14,2023,Q1,2,February,2023-Feb,7,2,Tuesday,0,FY2023
20230215,2023-02-15,2023,Q1,2,February,2023-Feb,7,3,Wednesday,0,FY2023
20230216,2023-02-16,2023,Q1,2,February,2023-Feb,7,4,Thursday,0,FY2023
20230217,2023-02-17,2023,Q1,2,February,2023-Feb,7,5,Friday,0,FY2023
20230218,2023-02-18,2023,Q1,2,February,2023-Feb,7,6,Saturday,1,FY2023
20230219,2023-02-19,2023,Q1,2,February,2023-Feb,7,7,Sunday,1,FY2023
20230220,2023-02-20,2023,Q1,2,February,2023-Feb,8,1,Monday,0,FY2023
20230221,2023-02-21,2023,Q1,2,February,2023-Feb,8,2,Tuesday,0,FY2023
20230222,2023-02-22,2023,Q1,2,February,2023-Feb,8,3,Wednesday,0,FY2023
20230223,2023-02-23,2023,Q1,2,February,2023-Feb,8,4,Thursday,0,FY2023
20230224,2023-02-24,2023,Q1,2,February,2023-Feb,8,5,Friday,0,FY2023
20230225,2023-02-25,2023,Q1,2,February,2023-Feb,8,6,Saturday,1,FY2023
20230226,2023-02-26,2023,Q1,2,February,2023-Feb,8,7,Sunday,1,FY2023
20230227,2023-02-27,2023,Q1,2,February,2023-Feb,9,1,Monday,0,FY2023
20230228,2023-02-28,2023,Q1,2,February,2023-Feb,9,2,Tuesday,0,FY2023
20230301,2023-03-01,2023,Q1,3,March,2023-Mar,9,3,Wednesday,0,FY2023
20230302,2023-03-02,2023,Q1,3,March,2023-Mar,9,4,Thursday,0,FY2023
20230303,2023-03-03,2023,Q1,3,March,2023-Mar,9,5,Friday,0,FY2023
20230304,2023-03-04,2023,Q1,3,March,2023-Mar,9,6,Saturday,1,FY2023
20230305,2023-03-05,2023,Q1,3,March,2023-Mar,9,7,Sunday,1,FY2023
20230306,2023-03-06,2023,Q1,3,March,2023-Mar,10,1,Monday,0,FY2023
20230307,2023-03-07,2023,Q1,3,March,2023-Mar,10,2,Tuesday,0,FY2023
20230308,2023-03-08,2023,Q1,3,March,2023-Mar,10,3,Wednesday,0,FY2023
20230309,2023-03-09,2023,Q1,3,March,2023-Mar,10,4,Thursday,0,FY2023
20230310,2023-03-10,2023,Q1,3,March,2023-Mar,10,5,Friday,0,FY2023
20230311,2023-03-11,2023,Q1,3,March,2023-Mar,10,6,Saturday,1,FY2023
20230312,2023-03-12,2023,Q1,3,March,2023-Mar,10,7,Sunday,1,FY2023
20230313,2023-03-13,2023,Q1,3,March,2023-Mar,11,1,Monday,0,FY2023
20230314,2023-03-14,2023,Q1,3,March,2023-Mar,11,2,Tuesday,0,FY2023
20230315,2023-03-15,2023,Q1,3,March,2023-Mar,11,3,Wednesday,0,FY2023
20230316,2023-03-16,2023,Q1,3,March,2023-Mar,11,4,Thursday,0,FY2023
20230317,2023-03-17,2023,Q1,3,March,2023-Mar,11,5,Friday,0,FY2023
20230318,2023-03-18,2023,Q1,3,March,2023-Mar,11,6,Saturday,1,FY2023
20230319,2023-03-19,2023,Q1,3,March,2023-Mar,11,7,Sunday,1,FY2023
20230320,2023-03-20,2023,Q1,3,March,2023-Mar,12,1,Monday,0,FY2023
20230321,2023-03-21,2023,Q1,3,March,2023-Mar,12,2,Tuesday,0,FY2023
20230322,2023-03-22,2023,Q1,3,March,2023-Mar,12,3,Wednesday,0,FY2023
20230323,2023-03-23,2023,Q1,3,March,2023-Mar,12,4,Thursday,0,FY2023
20230324,2023-03-24,2023,Q1,3,March,2023-Mar,12,5,Friday,0,FY2023
20230325,2023-03-25,2023,Q1,3,March,2023-Mar,12,6,Saturday,1,FY2023
20230326,2023-03-26,2023,Q1,3,March,2023-Mar,12,7,Sunday,1,FY2023
20230327,2023-03-27,2023,Q1,3,March,2023-Mar,13,1,Monday,0,FY2023
20230328,2023-03-28,2023,Q1,3,March,2023-Mar,13,2,Tuesday,0,FY2023
20230329,2023-03-29,2023,Q1,3,March,2023-Mar,13,3,Wednesday,0,FY2023
20230330,2023-03-30,2023,Q1,3,March,2023-Mar,13,4,Thursday,0,FY2023
20230331,2023-03-31,2023,Q1,3,March,2023-Mar,13,5,Friday,0,FY2023
20230401,2023-04-01,2023,Q2,4,April,2023-Apr,13,6,Saturday,1,FY2023
20230402,2023-04-02,2023,Q2,4,April,2023-Apr,13,7,Sunday,1,FY2023
20230403,2023-04-03,2023,Q2,4,April,2023-Apr,14,1,Monday,0,FY2023
20230404,2023-04-04,2023,Q2,4,April,2023-Apr,14,2,Tuesday,0,FY2023
20230405,2023-04-05,2023,Q2,4,April,2023-Apr,14,3,Wednesday,0,FY2023
20230406,2023-04-06,2023,Q2,4,April,2023-Apr,14,4,Thursday,0,FY2023
20230407,2023-04-07,2023,Q2,4,April,2023-Apr,14,5,Friday,0,FY2023
20230408,2023-04-08,2023,Q2,4,April,2023-Apr,14,6,Saturday,1,FY2023
20230409,2023-04-09,2023,Q2,4,April,2023-Apr,14,7,Sunday,1,FY2023
20230410,2023-04-10,2023,Q2,4,April,2023-Apr,15,1,Monday,0,FY2023
20230411,2023-04-11,2023,Q2,4,April,2023-Apr,15,2,Tuesday,0,FY2023
20230412,2023-04-12,2023,Q2,4,April,2023-Apr,15,3,Wednesday,0,FY2023
20230413,2023-04-13,2023,Q2,4,April,2023-Apr,15,4,Thursday,0,FY2023
20230414,2023-04-14,2023,Q2,4,April,2023-Apr,15,5,Friday,0,FY2023
20230415,2023-04-15,2023,Q2,4,April,2023-Apr,15,6,Saturday,1,FY2023
20230416,2023-04-16,2023,Q2,4,April,2023-Apr,15,7,Sunday,1,FY2023
20230417,2023-04-17,2023,Q2,4,April,2023-Apr,16,1,Monday,0,FY2023
20230418,2023-04-18,2023,Q2,4,April,2023-Apr,16,2,Tuesday,0,FY2023
20230419,2023-04-19,2023,Q2,4,April,2023-Apr,16,3,Wednesday,0,FY2023
20230420,2023-04-20,2023,Q2,4,April,2023-Apr,16,4,Thursday,0,FY2023
20230421,2023-04-21,2023,Q2,4,April,2023-Apr,16,5,Friday,0,FY2023
20230422,2023-04-22,2023,Q2,4,April,2023-Apr,16,6,Saturday,1,FY2023
20230423,2023-04-23,2023,Q2,4,April,2023-Apr,16,7,Sunday,1,FY2023
20230424,2023-04-24,2023,Q2,4,April,2023-Apr,17,1,Monday,0,FY2023
20230425,2023-04-25,2023,Q2,4,April,2023-Apr,17,2,Tuesday,0,FY2023
20230426,2023-04-26,2023,Q2,4,April,2023-Apr,17,3,Wednesday,0,FY2023
20230427,2023-04-27,2023,Q2,4,April,2023-Apr,17,4,Thursday,0,FY2023
20230428,2023-04-28,2023,Q2,4,April,2023-Apr,17,5,Friday,0,FY2023
20230429,2023-04-29,2023,Q2,4,April,2023-Apr,17,6,Saturday,1,FY2023
20230430,2023-04-30,2023,Q2,4,April,2023-Apr,17,7,Sunday,1,FY2023
20230501,2023-05-01,2023,Q2,5,May,2023-May,18,1,Monday,0,FY2023
20230502,2023-05-02,2023,Q2,5,May,2023-May,18,2,Tuesday,0,FY2023
20230503,2023-05-03,2023,Q2,5,May,2023-May,18,3,Wednesday,0,FY2023
20230504,2023-05-04,2023,Q2,5,May,2023-May,18,4,Thursday,0,FY2023
20230505,2023-05-05,2023,Q2,5,May,2023-May,18,5,Friday,0,FY2023
20230506,2023-05-06,2023,Q2,5,May,2023-May,18,6,Saturday,1,FY2023
20230507,2023-05-07,2023,Q2,5,May,2023-May,18,7,Sunday,1,FY2023
20230508,2023-05-08,2023,Q2,5,May,2023-May,19,1,Monday,0,FY2023
20230509,2023-05-09,2023,Q2,5,May,2023-May,19,2,Tuesday,0,FY2023
20230510,2023-05-10,2023,Q2,5,May,2023-May,19,3,Wednesday,0,FY2023
20230511,2023-05-11,2023,Q2,5,May,2023-May,19,4,Thursday,0,FY2023
20230512,2023-05-12,2023,Q2,5,May,2023-May,19,5,Friday,0,FY2023
20230513,2023-05-13,2023,Q2,5,May,2023-May,19,6,Saturday,1,FY2023
20230514,2023-05-14,2023,Q2,5,May,2023-May,19,7,Sunday,1,FY2023
20230515,2023-05-15,2023,Q2,5,May,2023-May,20,1,Monday,0,FY2023
20230516,2023-05-16,2023,Q2,5,May,2023-May,20,2,Tuesday,0,FY2023
20230517,2023-05-17,2023,Q2,5,May,2023-May,20,3,Wednesday,0,FY2023
20230518,2023-05-18,2023,Q2,5,May,2023-May,20,4,Thursday,0,FY2023
20230519,2023-05-19,2023,Q2,5,May,2023-May,20,5,Friday,0,FY2023
20230520,2023-05-20,2023,Q2,5,May,2023-May,20,6,Saturday,1,FY2023
20230521,2023-05-21,2023,Q2,5,May,2023-May,20,7,Sunday,1,FY2023
20230522,2023-05-22,2023,Q2,5,May,2023-May,21,1,Monday,0,FY2023
20230523,2023-05-23,2023,Q2,5,May,2023-May,21,2,Tuesday,0,FY2023
20230524,2023-05-24,2023,Q2,5,May,2023-May,21,3,Wednesday,0,FY2023
20230525,2023-05-25,2023,Q2,5,May,2023-May,21,4,Thursday,0,FY2023
20230526,2023-05-26,2023,Q2,5,May,2023-May,21,5,Friday,0,FY2023
20230527,2023-05-27,2023,Q2,5,May,2023-May,21,6,Saturday,1,FY2023
20230528,2023-05-28,2023,Q2,5,May,2023-May,21,7,Sunday,1,FY2023
20230529,2023-05-29,2023,Q2,5,May,2023-May,22,1,Monday,0,FY2023
20230530,2023-05-30,2023,Q2,5,May,2023-May,22,2,Tuesday,0,FY2023
20230531,2023-05-31,2023,Q2,5,May,2023-May,22,3,Wednesday,0,FY2023
20230601,2023-06-01,2023,Q2,6,June,2023-Jun,22,4,Thursday,0,FY2023
20230602,2023-06-02,2023,Q2,6,June,2023-Jun,22,5,Friday,0,FY2023
20230603,2023-06-03,2023,Q2,6,June,2023-Jun,22,6,Saturday,1,FY2023
20230604,2023-06-04,2023,Q2,6,June,2023-Jun,22,7,Sunday,1,FY2023
20230605,2023-06-05,2023,Q2,6,June,2023-Jun,23,1,Monday,0,FY2023
20230606,2023-06-06,2023,Q2,6,June,2023-Jun,23,2,Tuesday,0,FY2023
20230607,2023-06-07,2023,Q2,6,June,2023-Jun,23,3,Wednesday,0,FY2023
20230608,2023-06-08,2023,Q2,6,June,2023-Jun,23,4,Thursday,0,FY2023
20230609,2023-06-09,2023,Q2,6,June,2023-Jun,23,5,Friday,0,FY2023
20230610,2023-06-10,2023,Q2,6,June,2023-Jun,23,6,Saturday,1,FY2023
20230611,2023-06-11,2023,Q2,6,June,2023-Jun,23,7,Sunday,1,FY2023
20230612,2023-06-12,2023,Q2,6,June,2023-Jun,24,1,Monday,0,FY2023
20230613,2023-06-13,2023,Q2,6,June,2023-Jun,24,2,Tuesday,0,FY2023
20230614,2023-06-14,2023,Q2,6,June,2023-Jun,24,3,Wednesday,0,FY2023
20230615,2023-06-15,2023,Q2,6,June,2023-Jun,24,4,Thursday,0,FY2023
20230616,2023-06-16,2023,Q2,6,June,2023-Jun,24,5,Friday,0,FY2023
20230617,2023-06-17,2023,Q2,6,June,2023-Jun,24,6,Saturday,1,FY2023
20230618,2023-06-18,2023,Q2,6,June,2023-Jun,24,7,Sunday,1,FY2023
20230619,2023-06-19,2023,Q2,6,June,2023-Jun,25,1,Monday,0,FY2023
20230620,2023-06-20,2023,Q2,6,June,2023-Jun,25,2,Tuesday,0,FY2023
20230621,2023-06-21,2023,Q2,6,June,2023-Jun,25,3,Wednesday,0,FY2023
20230622,2023-06-22,2023,Q2,6,June,2023-Jun,25,4,Thursday,0,FY2023
20230623,2023-06-23,2023,Q2,6,June,2023-Jun,25,5,Friday,0,FY2023
20230624,2023-06-24,2023,Q2,6,June,2023-Jun,25,6,Saturday,1,FY2023
20230625,2023-06-25,2023,Q2,6,June,2023-Jun,25,7,Sunday,1,FY2023
20230626,2023-06-26,2023,Q2,6,June,2023-Jun,26,1,Monday,0,FY2023
20230627,2023-06-27,2023,Q2,6,June,2023-Jun,26,2,Tuesday,0,FY2023
20230628,2023-06-28,2023,Q2,6,June,2023-Jun,26,3,Wednesday,0,FY2023
20230629,2023-06-29,2023,Q2,6,June,2023-Jun,26,4,Thursday,0,FY2023
20230630,2023-06-30,2023,Q2,6,June,2023-Jun,26,5,Friday,0,FY2023
20230701,2023-07-01,2023,Q3,7,July,2023-Jul,26,6,Saturday,1,FY2024
20230702,2023-07-02,2023,Q3,7,July,2023-Jul,26,7,Sunday,1,FY2024
20230703,2023-07-03,2023,Q3,7,July,2023-Jul,27,1,Monday,0,FY2024
20230704,2023-07-04,2023,Q3,7,July,2023-Jul,27,2,Tuesday,0,FY2024
20230705,2023-07-05,2023,Q3,7,July,2023-Jul,27,3,Wednesday,0,FY2024
20230706,2023-07-06,2023,Q3,7,July,2023-Jul,27,4,Thursday,0,FY2024
20230707,2023-07-07,2023,Q3,7,July,2023-Jul,27,5,Friday,0,FY2024
20230708,2023-07-08,2023,Q3,7,July,2023-Jul,27,6,Saturday,1,FY2024
20230709,2023-07-09,2023,Q3,7,July,2023-Jul,27,7,Sunday,1,FY2024
20230710,2023-07-10,2023,Q3,7,July,2023-Jul,28,1,Monday,0,FY2024
20230711,2023-07-11,2023,Q3,7,July,2023-Jul,28,2,Tuesday,0,FY2024
20230712,2023-07-12,2023,Q3,7,July,2023-Jul,28,3,Wednesday,0,FY2024
20230713,2023-07-13,2023,Q3,7,July,2023-Jul,28,4,Thursday,0,FY2024
20230714,2023-07-14,2023,Q3,7,July,2023-Jul,28,5,Friday,0,FY2024
20230715,2023-07-15,2023,Q3,7,July,2023-Jul,28,6,Saturday,1,FY2024
20230716,2023-07-16,2023,Q3,7,July,2023-Jul,28,7,Sunday,1,FY2024
20230717,2023-07-17,2023,Q3,7,July,2023-Jul,29,1,Monday,0,FY2024
20230718,2023-07-18,2023,Q3,7,July,2023-Jul,29,2,Tuesday,0,FY2024
20230719,2023-07-19,2023,Q3,7,July,2023-Jul,29,3,Wednesday,0,FY2024
20230720,2023-07-20,2023,Q3,7,July,2023-Jul,29,4,Thursday,0,FY2024
20230721,2023-07-21,2023,Q3,7,July,2023-Jul,29,5,Friday,0,FY2024
20230722,2023-07-22,2023,Q3,7,July,2023-Jul,29,6,Saturday,1,FY2024
20230723,2023-07-23,2023,Q3,7,July,2023-Jul,29,7,Sunday,1,FY2024
20230724,2023-07-24,2023,Q3,7,July,2023-Jul,30,1,Monday,0,FY2024
20230725,2023-07-25,2023,Q3,7,July,2023-Jul,30,2,Tuesday,0,FY2024
20230726,2023-07-26,2023,Q3,7,July,2023-Jul,30,3,Wednesday,0,FY2024
20230727,2023-07-27,2023,Q3,7,July,2023-Jul,30,4,Thursday,0,FY2024
20230728,2023-07-28,2023,Q3,7,July,2023-Jul,30,5,Friday,0,FY2024
20230729,2023-07-29,2023,Q3,7,July,2023-Jul,30,6,Saturday,1,FY2024
20230730,2023-07-30,2023,Q3,7,July,2023-Jul,30,7,Sunday,1,FY2024
20230731,2023-07-31,2023,Q3,7,July,2023-Jul,31,1,Monday,0,FY2024
20230801,2023-08-01,2023,Q3,8,August,2023-Aug,31,2,Tuesday,0,FY2024
20230802,2023-08-02,2023,Q3,8,August,2023-Aug,31,3,Wednesday,0,FY2024
20230803,2023-08-03,2023,Q3,8,August,2023-Aug,31,4,Thursday,0,FY2024
20230804,2023-08-04,2023,Q3,8,August,2023-Aug,31,5,Friday,0,FY2024
20230805,2023-08-05,2023,Q3,8,August,2023-Aug,31,6,Saturday,1,FY2024
20230806,2023-08-06,2023,Q3,8,August,2023-Aug,31,7,Sunday,1,FY2024
20230807,2023-08-07,2023,Q3,8,August,2023-Aug,32,1,Monday,0,FY2024
20230808,2023-08-08,2023,Q3,8,August,2023-Aug,32,2,Tuesday,0,FY2024
20230809,2023-08-09,2023,Q3,8,August,2023-Aug,32,3,Wednesday,0,FY2024
20230810,2023-08-10,2023,Q3,8,August,2023-Aug,32,4,Thursday,0,FY2024
20230811,2023-08-11,2023,Q3,8,August,2023-Aug,32,5,Friday,0,FY2024
20230812,2023-08-12,2023,Q3,8,August,2023-Aug,32,6,Saturday,1,FY2024
20230813,2023-08-13,2023,Q3,8,August,2023-Aug,32,7,Sunday,1,FY2024
20230814,2023-08-14,2023,Q3,8,August,2023-Aug,33,1,Monday,0,FY2024
20230815,2023-08-15,2023,Q3,8,August,2023-Aug,33,2,Tuesday,0,FY2024
20230816,2023-08-16,2023,Q3,8,August,2023-Aug,33,3,Wednesday,0,FY2024
20230817,2023-08-17,2023,Q3,8,August,2023-Aug,33,4,Thursday,0,FY2024
20230818,2023-08-18,2023,Q3,8,August,2023-Aug,33,5,Friday,0,FY2024
20230819,2023-08-19,2023,Q3,8,August,2023-Aug,33,6,Saturday,1,FY2024
20230820,2023-08-20,2023,Q3,8,August,2023-Aug,33,7,Sunday,1,FY2024
20230821,2023-08-21,2023,Q3,8,August,2023-Aug,34,1,Monday,0,FY2024
20230822,2023-08-22,2023,Q3,8,August,2023-Aug,34,2,Tuesday,0,FY2024
20230823,2023-08-23,2023,Q3,8,August,2023-Aug,34,3,Wednesday,0,FY2024
20230824,2023-08-24,2023,Q3,8,August,2023-Aug,34,4,Thursday,0,FY2024
20230825,2023-08-25,2023,Q3,8,August,2023-Aug,34,5,Friday,0,FY2024
20230826,2023-08-26,2023,Q3,8,August,2023-Aug,34,6,Saturday,1,FY2024
20230827,2023-08-27,2023,Q3,8,August,2023-Aug,34,7,Sunday,1,FY2024
20230828,2023-08-28,2023,Q3,8,August,2023-Aug,35,1,Monday,0,FY2024
20230829,2023-08-29,2023,Q3,8,August,2023-Aug,35,2,Tuesday,0,FY2024
20230830,2023-08-30,2023,Q3,8,August,2023-Aug,35,3,Wednesday,0,FY2024
20230831,2023-08-31,2023,Q3,8,August,2023-Aug,35,4,Thursday,0,FY2024
20230901,2023-09-01,2023,Q3,9,September,2023-Sep,35,5,Friday,0,FY2024
20230902,2023-09-02,2023,Q3,9,September,2023-Sep,35,6,Saturday,1,FY2024
20230903,2023-09-03,2023,Q3,9,September,2023-Sep,35,7,Sunday,1,FY2024
20230904,2023-09-04,2023,Q3,9,September,2023-Sep,36,1,Monday,0,FY2024
20230905,2023-09-05,2023,Q3,9,September,2023-Sep,36,2,Tuesday,0,FY2024
20230906,2023-09-06,2023,Q3,9,September,2023-Sep,36,3,Wednesday,0,FY2024
20230907,2023-09-07,2023,Q3,9,September,2023-Sep,36,4,Thursday,0,FY2024
20230908,2023-09-08,2023,Q3,9,September,2023-Sep,36,5,Friday,0,FY2024
20230909,2023-09-09,2023,Q3,9,September,2023-Sep,36,6,Saturday,1,FY2024
20230910,2023-09-10,2023,Q3,9,September,2023-Sep,36,7,Sunday,1,FY2024
20230911,2023-09-11,2023,Q3,9,September,2023-Sep,37,1,Monday,0,FY2024
